Unnamed: 0.1,Ticker Symbol,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,For Year,Earnings Per Share,Estimated Shares Outstanding,Open,Close,Low,High,Volume,GICS Sector,GICS Sub Industry
100,AME,12/31/2012,559315000.0,-4225000,-7925000,18,-57427000,387871000.0,18.0,157984000.0,29555000,2565000.0,2154132000.0,132.0,0,482852000,105471000,737947000,662475000,4320000,0,383483000.0,2208239000.0,35,1180081000.0,203343000,1309727000.0,75472000,428935000,0.0,-5061000,1133121000.0,123864000.0,0,0,177887000,-12408000,612464000.0,174539000.0,-803731000.0,459132000,22936000,459132000,459132000,541151000,0,745872000,22,0.0,36673000,0.0,-151330000,0,-746304000,158963000.0,4656000,53677000,20,26,14,84.0,0,2507419000.0,34765000,380532000,320654000.0,0.0,5190056000.0,1164743000.0,879969000,2535151000.0,2654905000.0,5190056000.0,3334213000.0,-211374000.0,2012.0,1.9,241648421.1,36.98,37.57,36.860001000000004,37.619999,885600,Industrials,Electrical Components & Equipment
101,AME,12/31/2013,601230000.0,5247000,-16712000,16,-63314000,448700000.0,34.0,295203000.0,-1790000,2581000.0,2323642000.0,157.0,0,558555000,118657000,798367000,724795000,7177000,0,402790000.0,2408363000.0,35,1270494000.0,207796000,1473926000.0,73572000,452848000,0.0,11797000,1141750000.0,223694000.0,0,0,-44931000,137219000,660659000.0,-70284000.0,-460333000.0,516999000,11415000,516999000,516999000,575516000,0,815079000,23,0.0,45562000,0.0,-65239000,0,-397019000,166931000.0,-1666000,57238000,20,23,14,105.0,0,2966015000.0,16867000,398177000,273315000.0,0.0,5877902000.0,1369129000.0,874545000,3136121000.0,2741781000.0,5877902000.0,3594136000.0,-215936000.0,2013.0,2.12,243867452.8,52.639998999999996,52.669998,52.470001,52.82,474900,Industrials,Electrical Components & Equipment
102,AME,12/31/2014,649943000.0,-35258000,-13826000,18,-71327000,491750000.0,40.0,377615000.0,11626000,2589000.0,2597017000.0,169.0,0,618385000,138584000,884760000,804832000,-26056000,0,448446000.0,2614030000.0,35,1424947000.0,220372000,1625561000.0,79928000,495896000,0.0,-15515000,1427825000.0,154322000.0,0,0,326591000,82412000,725962000.0,24139000.0,-641633000.0,584460000,39581000,584460000,584460000,630515000,0,898586000,22,0.0,74578000,0.0,-266894000,0,-570306000,199048000.0,2484000,63724000,20,25,15,116.0,0,3469923000.0,-229790000,462637000,286201000.0,0.0,6420963000.0,1578604000.0,936144000,3239561000.0,3181402000.0,6420963000.0,4021964000.0,-457807000.0,2014.0,2.39,244543933.1,53.540001000000004,52.630001,52.580002,53.77,744100,Industrials,Electrical Components & Equipment
103,AME,12/31/2015,639097000.0,-6995000,-9541000,18,-69083000,568286000.0,37.0,381005000.0,-12007000,2608000.0,2549280000.0,158.0,0,624046000,149460000,898175000,806380000,-26629000,0,484548000.0,2706633000.0,36,1425015000.0,215521000,1672961000.0,91795000,514451000,0.0,-75009000,1556045000.0,180775000.0,0,0,244754000,3390000,672540000.0,-216964000.0,-425557000.0,590859000,30220000,590859000,590859000,650019000,0,907716000,23,0.0,74138000,0.0,-405631000,0,-356474000,204641000.0,-3988000,68707000,20,25,15,108.0,0,3974793000.0,-396208000,448592000,386075000.0,0.0,6664530000.0,1619613000.0,1025172000,3254626000.0,3409904000.0,6664530000.0,3974295000.0,-885430000.0,2015.0,2.46,240186585.4,53.91,53.59,53.580002,54.25,707400,Industrials,Electrical Components & Equipment
180,AYI,8/31/2015,520900000.0,-46100000,-1200000,16,-56500000,797100000.0,145.0,756800000.0,-15100000,500000.0,1561100000.0,271.0,3500000,31700000,45800000,375100000,343600000,-8300000,0,174600000.0,565000000.0,42,1145600000.0,121500000,223400000.0,31500000,224800000,0.0,82400000,352400000.0,0.0,0,0,0,204300000,288900000.0,-3900000.0,-72400000.0,222100000,6700000,222100000,222100000,411700000,12400000,376300000,14,27100000.0,20100000,0.0,-110400000,-10400000,-15900000,142000000.0,-6900000,0,13,25,8,228.0,0,1093000000.0,11600000,756900000,0.0,0.0,2407000000.0,1413400000.0,520900000,1360000000.0,1047000000.0,2407000000.0,2706700000.0,-420200000.0,2015.0,5.13,43294346.98,197.83999599999999,194.869995,194.679993,198.360001,322900,Industrials,Electrical Components & Equipment
181,AYI,8/31/2016,672300000.0,-94600000,1600000,18,-83700000,856400000.0,61.0,413200000.0,-24000000,500000.0,1855100000.0,197.0,5100000,74600000,62600000,476800000,444600000,-4000000,0,267800000.0,947800000.0,44,1436200000.0,153800000,381400000.0,32200000,295200000,0.0,125900000,355000000.0,0.0,0,0,2500000,-343600000,345700000.0,19400000.0,-704700000.0,290800000,-1900000,290800000,290800000,572800000,15000000,475200000,14,23000000.0,41700000,0.0,-139400000,0,-621000000,186100000.0,-13100000,0,14,27,9,153.0,0,1360900000.0,14200000,946000000,200000.0,0.0,2948000000.0,1322900000.0,672500000,1659800000.0,1288200000.0,2948000000.0,3291300000.0,-418600000.0,2016.0,6.67,43598200.9,276.02999900000003,275.119995,271.899994,278.209991,215000,Industrials,Electrical Components & Equipment
