Unnamed: 0.1,Ticker Symbol,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,For Year,Earnings Per Share,Estimated Shares Outstanding,Open,Close,Low,High,Volume,GICS Sector,GICS Sub Industry
636,FFIV,9/30/2013,129921000.0,-18867000,7274000,18,-26583000,0.0,98.0,189693000.0,-1617000,262505000.0,253047000.0,148.0,22389000,115290000,40005000,438092000,438092000,-2393000,0,63522000.0,523727000.0,83,1228267000.0,160778000,0.0,0,19026000,-112633000.0,100265000,0.0,728981000.0,0,0,0,-19095000,499693000.0,-166318000.0,-352470000.0,277314000,105524000,277314000,277314000,220547000,0,430818000,29,75564000.0,34655000,421429000.0,-7414000,0,-213254000,25202000.0,-2931000,0,30,28,19,145.0,209614000,1283621000.0,-170409000,587835000,0.0,352450000.0,2230554000.0,816371000.0,551350000,1538712000.0,691842000.0,2230554000.0,1481314000.0,0.0,2013.0,3.53,78559206.8,86.0,85.809998,85.309998,86.870003,964500,Information Technology,Networking Equipment
637,FFIV,9/30/2014,152544000.0,-40895000,3785000,23,-22718000,0.0,101.0,281502000.0,-5445000,15753000.0,309959000.0,157.0,4434000,155941000,46121000,497342000,497342000,-2864000,0,66791000.0,556957000.0,82,1422087000.0,186159000,0.0,0,24471000,222739000.0,123617000,0.0,482917000.0,0,0,0,94673000,548992000.0,-604960000.0,150641000.0,311183000,126741000,311183000,311183000,284532000,0,493557000,28,75003000.0,44466000,484437000.0,-9584000,0,-49380000,22718000.0,-12330000,0,29,36,18,153.0,263792000,1363141000.0,-615243000,664738000,0.0,363877000.0,2184950000.0,998848000.0,636981000,1369310000.0,815640000.0,2184950000.0,1732046000.0,0.0,2014.0,4.13,75346973.37,119.400002,118.739998,118.129997,120.040001,713900,Information Technology,Networking Equipment
638,FFIV,9/30/2015,181215000.0,-38680000,8445000,28,-60307000,0.0,103.0,390460000.0,-9246000,10159000.0,332261000.0,157.0,6492000,210303000,52583000,561344000,561344000,-7982000,0,95909000.0,555965000.0,83,1587562000.0,196330000,0.0,0,33717000,56744000.0,186082000,0.0,397656000.0,0,0,0,116940000,684541000.0,-556902000.0,-10699000.0,365014000,134752000,365014000,365014000,329562000,0,552899000,29,68128000.0,50519000,573908000.0,-15288000,0,-7136000,30136000.0,-5964000,0,29,43,19,153.0,296583000,1321857000.0,-566419000,738080000,0.0,383882000.0,2312290000.0,1188140000.0,755123000,1316728000.0,995562000.0,2312290000.0,1919823000.0,0.0,2015.0,5.07,71994871.79,115.889999,115.800003,114.489998,117.489998,832800,Information Technology,Networking Equipment
639,FFIV,9/30/2016,212470000.0,9732000,2514000,31,-63488000,0.0,105.0,514571000.0,-334000,13191000.0,337205000.0,153.0,2044000,242685000,56776000,549891000,549891000,2503000,0,123248000.0,555965000.0,83,1657829000.0,184036000,0.0,0,34051000,130961000.0,120148000,0.0,276375000.0,0,0,0,121608000,711535000.0,-652647000.0,62720000.0,365855000,161946000,365855000,365855000,319776000,9051000,547377000,27,59890000.0,52579000,631768000.0,-13194000,0,-4753000,34138000.0,-2588000,0,28,46,18,149.0,334227000,1185265000.0,-655255000,767174000,0.0,367824000.0,2306323000.0,1288801000.0,844238000,1185262000.0,1121061000.0,2306323000.0,1995034000.0,0.0,2016.0,5.43,67376611.42,123.879997,124.639999,123.550003,125.0,438500,Information Technology,Networking Equipment
879,JNPR,12/31/2012,728500000.0,139100000,-16600000,3,-347700000,9905700000.0,200.0,2407800000.0,0,0.0,1656600000.0,253.0,0,229900000,187900000,291500000,291500000,3600000,0,811900000.0,4057800000.0,62,2708800000.0,105000000,128900000.0,0,0,-22400000.0,-155300000,999200000.0,988100000.0,500000,0,-1400000,-502600000,637700000.0,-548300000.0,-595600000.0,186500000,290900000,186500000,186500000,611000000,46800000,308100000,7,244700000.0,140400000,693500000.0,4700000,-2600000,-225500000,181500000.0,-11400000,0,7,4,4,253.0,1101600000,-2911400000.0,-551500000,1252300000,0.0,441500000.0,9832100000.0,3600700000.0,1422000000,6999000000.0,2833100000.0,9832100000.0,4365400000.0,0.0,2012.0,0.36,518055555.6,19.42,19.67,19.209999,19.780001000000002,7807400,Information Technology,Networking Equipment
880,JNPR,12/31/2013,735600000.0,-139900000,-40400000,6,-230000000,9868900000.0,197.0,2284000000.0,0,0.0,1727700000.0,257.0,0,363500000,189900000,525500000,525500000,-7000000,0,882300000.0,4057700000.0,63,2941400000.0,85700000,106900000.0,0,0,-309800000.0,129600000,999300000.0,1251900000.0,0,0,-1400000,-123800000,845900000.0,-401700000.0,-561000000.0,439800000,352500000,439800000,439800000,658100000,39100000,565900000,12,323300000.0,199900000,705800000.0,64600000,33900000,-21200000,219600000.0,-126000000,0,11,7,9,257.0,1043200000,-2631300000.0,-436100000,1293200000,0.0,561900000.0,10326000000.0,3703900000.0,1441400000,7302200000.0,3023800000.0,10326000000.0,4669100000.0,0.0,2013.0,0.88,499772727.3,22.58,22.57,22.459999,22.709999,3299500,Information Technology,Networking Equipment
881,JNPR,12/31/2014,732600000.0,-16800000,333400000,7,-192900000,8794000000.0,130.0,1639600000.0,0,0.0,1768900000.0,186.0,0,294900000,186100000,-86300000,-86300000,-17600000,0,904300000.0,2981500000.0,62,2858200000.0,248000000,62400000.0,0,0,503700000.0,-26800000,1349000000.0,1133100000.0,0,0,346100000,-644400000,763400000.0,-1824200000.0,434000000.0,-334300000,965300000,-334300000,-334300000,598900000,1017000000,-419700000,9,389500000.0,239900000,780800000.0,-13800000,9000000,123200000,205000000.0,-10100000,0,2,2,7,186.0,1006200000,-3861100000.0,-2102700000,1254700000,0.0,332200000.0,8281400000.0,2810600000.0,1513400000,4919100000.0,3362300000.0,8281400000.0,4627100000.0,0.0,2014.0,-0.73,457945205.5,22.690001000000002,22.32,22.280001000000002,22.73,1884700,Information Technology,Networking Equipment
882,JNPR,12/31/2015,679100000.0,-218900000,-59800000,14,-210300000,8334800000.0,108.0,1420900000.0,0,0.0,1779200000.0,162.0,0,345200000,176500000,852200000,852200000,-21100000,0,1021000000.0,2981300000.0,63,3078600000.0,218500000,33900000.0,0,0,-304200000.0,164800000,1648800000.0,1244200000.0,0,0,595000000,-218700000,892500000.0,-581400000.0,-508700000.0,633700000,179900000,633700000,633700000,780700000,-600000,912000000,19,426400000.0,183700000,822900000.0,-19200000,0,5800000,248900000.0,-43500000,0,18,19,13,162.0,994500000,-3741200000.0,-1032400000,1172700000,299900000.0,527100000.0,8619200000.0,2912400000.0,1801900000,4574400000.0,4044800000.0,8619200000.0,4857800000.0,0.0,2015.0,1.62,391172839.5,27.6,27.6,27.43,27.780001000000002,2834100,Information Technology,Networking Equipment
