Unnamed: 0.1,Ticker Symbol,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,For Year,Earnings Per Share,Estimated Shares Outstanding,Open,Close,Low,High,Volume,GICS Sector,GICS Sub Industry
608,F,12/31/2013,19531000000.0,-1913000000,1322000000,46,-6597000000,21422000000.0,187.0,14468000000.0,-437000000,40000000.0,123050000000.0,674.0,13468000000,598000000,6544000000,15200000000,14371000000,-37000000,1069000000,47600000000.0,0.0,16,23867000000.0,2425000000,0.0,829000000,7708000000,32498000000.0,1232000000,114688000000.0,3679000000.0,33000000,331000000,9663000000,-1191000000,10444000000.0,8133000000.0,-19731000000.0,11953000000,-6222000000,11953000000,13022000000,87309000000,208000000,12809000000,9,5847000000.0,0,0.0,-18230000000,257000000,-45632000000,40886000000.0,-706000000,0,10,55,8,634.0,0,23386000000.0,-213000000,10850000000,0.0,22100000000.0,202179000000.0,131585000000.0,19531000000,26112000000.0,176067000000.0,202179000000.0,146917000000.0,-506000000.0,2013.0,1.82,6567582418.0,15.29,15.43,15.26,15.43,27829000,Consumer Discretionary,Automobile Manufacturers
609,F,12/31/2014,20035000000.0,-2896000000,424000000,5,-7463000000,21089000000.0,155.0,10757000000.0,-936000000,40000000.0,131903000000.0,658.0,14024000000,570000000,7423000000,2031000000,1234000000,-517000000,1275000000,53343000000.0,0.0,8,12174000000.0,4000000,0.0,797000000,7870000000,38348000000.0,5729000000,119171000000.0,3357000000.0,27000000,342000000,7314000000,-3711000000,14507000000.0,3423000000.0,-21124000000.0,1231000000,4424000000,1231000000,2506000000,92819000000,0,332000000,0,6052000000.0,0,0.0,-5265000000,25000000,-52009000000,44032000000.0,-467000000,0,1,5,1,619.0,0,9422000000.0,-1964000000,11842000000,0.0,20393000000.0,208615000000.0,131839000000.0,20035000000,24438000000.0,184177000000.0,208615000000.0,144077000000.0,-848000000.0,2014.0,0.81,1519753086.0,15.51,15.5,15.47,15.64,17930200,Consumer Discretionary,Automobile Manufacturers
610,F,12/31/2015,20272000000.0,-3563000000,1560000000,26,-7196000000,21421000000.0,43.0,14272000000.0,-1155000000,41000000.0,131409000000.0,125.0,11509000000,502000000,7966000000,11025000000,10252000000,-815000000,1818000000,57256000000.0,0.0,12,18149000000.0,2881000000,0.0,773000000,8319000000,37751000000.0,7758000000,89879000000.0,48778000000.0,15000000,94000000,17148000000,3515000000,16170000000.0,14322000000.0,-26162000000.0,7373000000,-1506000000,7373000000,9191000000,56179000000,0,7647000000,5,4795000000.0,2913000000,19089000000.0,-6257000000,-317000000,-56717000000,23457000000.0,-701000000,0,7,36,5,114.0,0,14414000000.0,-129000000,10502000000,42975000000.0,20904000000.0,224925000000.0,102587000000.0,82336000000,28642000000.0,196283000000.0,224925000000.0,149558000000.0,-977000000.0,2015.0,1.86,3963978495.0,14.14,14.09,14.04,14.16,19834600,Consumer Discretionary,Automobile Manufacturers
700,GM,12/31/2013,48254000000.0,0,851000000,13,-7565000000,28780000000.0,48.0,21268000000.0,0,15000000.0,137373000000.0,131.0,22736000000,0,8155000000,7792000000,7458000000,-400000000,1810000000,29250000000.0,1560000000.0,12,18054000000.0,2127000000,5668000000.0,334000000,14039000000,-5184000000.0,0,22025000000.0,22448000000.0,567000000,0,8006000000,1599000000,12630000000.0,3731000000.0,-14362000000.0,5346000000,1211000000,3770000000,6944000000,33162000000,541000000,5131000000,3,3181000000.0,4060000000,0.0,-3113000000,-150000000,-1613000000,38733000000.0,-2067000000,0,5,18,3,108.0,0,13816000000.0,-2438000000,12382000000,14158000000.0,8972000000.0,166344000000.0,81501000000.0,62412000000,42607000000.0,123737000000.0,166344000000.0,155427000000.0,0.0,2013.0,2.71,1972693727.0,40.700001,40.869999,40.580002,41.040001000000004,11100900,Consumer Discretionary,Automobile Manufacturers
701,GM,12/31/2014,50713000000.0,0,1025000000,11,-7091000000,28937000000.0,45.0,20292000000.0,0,16000000.0,142121000000.0,127.0,25414000000,0,7238000000,4649000000,4246000000,-1230000000,2094000000,34803000000.0,0.0,9,13808000000.0,228000000,6410000000.0,403000000,13642000000,-8526000000.0,0,31721000000.0,24356000000.0,567000000,0,12240000000,-853000000,10061000000.0,5675000000.0,-15359000000.0,3949000000,-1516000000,2804000000,6245000000,35366000000,120000000,1530000000,1,2892000000.0,5104000000,0.0,-8073000000,-123000000,258000000,44099000000.0,321000000,0,3,12,3,107.0,0,14577000000.0,-3277000000,12158000000,14944000000.0,9222000000.0,177501000000.0,83626000000.0,65657000000,35457000000.0,142044000000.0,177501000000.0,155929000000.0,0.0,2014.0,1.75,2256571429.0,35.240002000000004,34.91,34.889998999999996,35.450001,12004200,Consumer Discretionary,Automobile Manufacturers
702,GM,12/31/2015,51655000000.0,0,1070000000,24,-7874000000,27607000000.0,33.0,15238000000.0,0,15000000.0,134054000000.0,97.0,36860000000,0,8017000000,8161000000,7718000000,-1524000000,2194000000,51401000000.0,0.0,12,18302000000.0,-1897000000,5947000000.0,443000000,13764000000,-18973000000.0,0,43549000000.0,27701000000.0,452000000,0,19551000000,-3857000000,11691000000.0,13686000000.0,-27710000000.0,9687000000,-3803000000,9687000000,12330000000,26388000000,0,4897000000,3,3021000000.0,5855000000,0.0,-8036000000,-103000000,-863000000,39249000000.0,-2138000000,0,5,19,6,78.0,0,20285000000.0,-3520000000,13405000000,19562000000.0,8163000000.0,194338000000.0,69408000000.0,71217000000,39871000000.0,154467000000.0,194338000000.0,152356000000.0,0.0,2015.0,6.11,1585433715.0,34.209998999999996,34.009997999999996,34.0,34.299999,6524100,Consumer Discretionary,Automobile Manufacturers
